1-Mithril Armor|Mithril Armor|None|Weapon|4|{F}{J}|True|False|True|False|False|images/set1/Mithril_Armor.png|1
1-Obsidian Armor|Obsidian Armor|None|Weapon|2|{F}{S}|True|False|False|False|True|images/set1/Obsidian_Armor.png|1
1-Dragon's Eye|Dragon's Eye|None|Spell|0|{T}{P}|False|True|False|True|False|images/set1/Dragon's_Eye.png|1
1-Titan|Titan|None|Unit|2||False|False|False|False|False|images/set1/Titan.png|1
1-Golem|Golem|None|Unit|0||False|False|False|False|False|images/set1/Golem.png|1
1-Stone Cudgel|Stone Cudgel|None|Weapon|1||False|False|False|False|False|images/set1/Stone_Cudgel.png|1
1-1|Fire Sigil|None|Power|0|{F}|True|False|False|False|False|images/set1/Fire_Sigil.png|1
1-2|Flame Blast|Uncommon|Spell|1|{F}{F}{F}|True|False|False|False|False|images/set1/Flame_Blast.png|1
1-3|Charchain Flail|Rare|Relic Weapon|2|{F}{F}|True|False|False|False|False|images/set1/Charchain_Flail.png|1
1-4|Heavy Axe|Common|Weapon|1|{F}|True|False|False|False|False|images/set1/Heavy_Axe.png|1
1-5|Grenadin Drone|Common|Unit|1|{F}|True|False|False|False|False|images/set1/Grenadin_Drone.png|1
1-6|Light the Fuse|Legendary|Spell|1|{F}|True|False|False|False|False|images/set1/Light_the_Fuse.png|1
1-8|Torch|Common|Fast Spell|1|{F}|True|False|False|False|False|images/set1/Torch.png|1
1-9|Frontier Jito|Rare|Unit|2|{F}|True|False|False|False|False|images/set1/Frontier_Jito.png|1
1-10|Temper|Common|Fast Spell|1|{F}|True|False|False|False|False|images/set1/Temper.png|1
1-11|Ruthless Stranger|Uncommon|Unit|1|{F}|True|False|False|False|False|images/set1/Ruthless_Stranger.png|1
1-12|Ticking Grenadin|Common|Unit|1|{F}|True|False|False|False|False|images/set1/Ticking_Grenadin.png|1
1-13|Oni Ronin|Common|Unit|1|{F}|True|False|False|False|False|images/set1/Oni_Ronin.png|1
1-14|Warhelm|Uncommon|Weapon|1|{F}|True|False|False|False|False|images/set1/Warhelm.png|1
1-15|Ruin|Common|Fast Spell|1|{F}|True|False|False|False|False|images/set1/Ruin.png|1
1-16|Pyroknight|Rare|Unit|1|{F}|True|False|False|False|False|images/set1/Pyroknight.png|1
1-17|Rampage|Common|Fast Spell|2|{F}|True|False|False|False|False|images/set1/Rampage.png|1
1-18|Song of War|Rare|Spell|2|{F}|True|False|False|False|False|images/set1/Song_of_War.png|1
1-19|Brazen Daredevil|Rare|Unit|2|{F}|True|False|False|False|False|images/set1/Brazen_Daredevil.png|1
1-20|Rakano Outlaw|Uncommon|Unit|2|{F}|True|False|False|False|False|images/set1/Rakano_Outlaw.png|1
1-21|Pyre Adept|Common|Unit|2|{F}|True|False|False|False|False|images/set1/Pyre_Adept.png|1
1-22|Bladekin Apprentice|Uncommon|Unit|2|{F}|True|False|False|False|False|images/set1/Bladekin_Apprentice.png|1
1-23|Ornate Katana|Common|Weapon|2|{F}|True|False|False|False|False|images/set1/Ornate_Katana.png|1
1-25|Piercing Shot|Uncommon|Spell|2|{F}|True|False|False|False|False|images/set1/Piercing_Shot.png|1
1-26|Shogun's Scepter|Rare|Weapon|3|{F}{F}|True|False|False|False|False|images/set1/Shogun's_Scepter.png|1
1-27|Rakano Flagbearer|Uncommon|Unit|3|{F}|True|False|False|False|False|images/set1/Rakano_Flagbearer.png|1
1-28|Burn Out|Uncommon|Fast Spell|4|{F}|True|False|False|False|False|images/set1/Burn_Out.png|1
1-29|Assembly Line|Uncommon|Spell|3|{F}|True|False|False|False|False|images/set1/Assembly_Line.png|1
1-30|Rebel Sharpshooter|Common|Unit|3|{F}|True|False|False|False|False|images/set1/Rebel_Sharpshooter.png|1
1-31|Granite Acolyte|Common|Unit|3|{F}|True|False|False|False|False|images/set1/Granite_Acolyte.png|1
1-32|Oni Quartermaster|Uncommon|Unit|3|{F}|True|False|False|False|False|images/set1/Oni_Quartermaster.png|1
1-33|Rally|Common|Fast Spell|3|{F}|True|False|False|False|False|images/set1/Rally.png|1
1-34|Censari Brigand|Rare|Unit|3|{F}{F}|True|False|False|False|False|images/set1/Censari_Brigand.png|1
1-35|Centaur Outrider|Common|Unit|4|{F}|True|False|False|False|False|images/set1/Centaur_Outrider.png|1
1-36|Guerrilla Fighter|Common|Unit|4|{F}|True|False|False|False|False|images/set1/Guerrilla_Fighter.png|1
1-37|Recogulator|Common|Unit|4|{F}|True|False|False|False|False|images/set1/Recogulator.png|1
1-38|Steelfang Chakram|Rare|Weapon|4|{F}|True|False|False|False|False|images/set1/Steelfang_Chakram.png|1
1-39|Cloud of Ash|Uncommon|Spell|4|{F}|True|False|False|False|False|images/set1/Cloud_of_Ash.png|1
1-40|Furnace Mage|Uncommon|Unit|4|{F}{F}|True|False|False|False|False|images/set1/Furnace_Mage.png|1
1-41|Magma Javelin|Common|Relic Weapon|4|{F}|True|False|False|False|False|images/set1/Magma_Javelin.png|1
1-42|Outlands Sniper|Uncommon|Unit|4|{F}{F}|True|False|False|False|False|images/set1/Outlands_Sniper.png|1
1-43|Rebel Illuminator|Uncommon|Unit|4|{F}|True|False|False|False|False|images/set1/Rebel_Illuminator.png|1
1-44|Oni Striker|Common|Unit|5|{F}|True|False|False|False|False|images/set1/Oni_Striker.png|1
1-45|Infernus|Rare|Unit|5|{F}|True|False|False|False|False|images/set1/Infernus.png|1
1-46|Calderan Gunsmith|Uncommon|Unit|5|{F}|True|False|False|False|False|images/set1/Calderan_Gunsmith.png|1
1-47|Soulfire Drake|Legendary|Unit|6|{F}{F}{F}|True|False|False|False|False|images/set1/Soulfire_Drake.png|1
1-48|Obliterate|Rare|Spell|5|{F}{F}|True|False|False|False|False|images/set1/Obliterate.png|1
1-49|Dusthoof Brawler|Common|Unit|5|{F}|True|False|False|False|False|images/set1/Dusthoof_Brawler.png|1
1-50|Centaur Raidleader|Uncommon|Unit|5|{F}{F}|True|False|False|False|False|images/set1/Centaur_Raidleader.png|1
1-51|Shogun of the Wastes|Legendary|Unit|5|{F}{F}|True|False|False|False|False|images/set1/Shogun_of_the_Wastes.png|1
1-52|Stonescar Maul|Uncommon|Relic Weapon|6|{F}{F}|True|False|False|False|False|images/set1/Stonescar_Maul.png|1
1-53|Frontline Cyclops|Uncommon|Unit|6|{F}|True|False|False|False|False|images/set1/Frontline_Cyclops.png|1
1-54|Worldpyre Phoenix|Rare|Unit|6|{F}{F}|True|False|False|False|False|images/set1/Worldpyre_Phoenix.png|1
1-55|Hellfire Rifle|Common|Weapon|6|{F}{F}|True|False|False|False|False|images/set1/Hellfire_Rifle.png|1
1-56|General Izalio|Rare|Unit|6|{F}{F}|True|False|False|False|False|images/set1/General_Izalio.png|1
1-58|Crowd Favorite|Uncommon|Unit|6|{F}|True|False|False|False|False|images/set1/Crowd_Favorite.png|1
1-59|Claw of the First Dragon|Legendary|Relic Weapon|7|{F}{F}|True|False|False|False|False|images/set1/Claw_of_the_First_Dragon.png|1
1-60|Steelbound Dragon|Rare|Unit|7|{F}{F}|True|False|False|False|False|images/set1/Steelbound_Dragon.png|1
1-61|Kaleb, Uncrowned Prince|Legendary|Unit|8|{F}{F}{F}|True|False|False|False|False|images/set1/Kaleb,_Uncrowned_Prince.png|1
1-62|Lavablood Goliath|Legendary|Unit|9|{F}{F}|True|False|False|False|False|images/set1/Lavablood_Goliath.png|1
1-63|Time Sigil|None|Power|0|{T}|False|True|False|False|False|images/set1/Time_Sigil.png|1
1-64|Sand Warrior|Uncommon|Unit|0|{T}{T}{T}|False|True|False|False|False|images/set1/Sand_Warrior.png|1
1-66|Copper Conduit|Rare|Unit|2|{T}|False|True|False|False|False|images/set1/Copper_Conduit.png|1
1-67|Infinite Hourglass|Uncommon|Relic|1|{T}|False|True|False|False|False|images/set1/Infinite_Hourglass.png|1
1-68|Water of Life|Common|Spell|1|{T}|False|True|False|False|False|images/set1/Water_of_Life.png|1
1-69|Ornamental Daggers|Common|Weapon|1|{T}|False|True|False|False|False|images/set1/Ornamental_Daggers.png|1
1-70|Slow|Uncommon|Spell|1|{T}|False|True|False|False|False|images/set1/Slow.png|1
1-71|Excavate|Uncommon|Fast Spell|1|{T}|False|True|False|False|False|images/set1/Excavate.png|1
1-72|Humbug|Common|Unit|1|{T}|False|True|False|False|False|images/set1/Humbug.png|1
1-73|Sanctuary Priest|Common|Unit|1|{T}|False|True|False|False|False|images/set1/Sanctuary_Priest.png|1
1-74|Initiate of the Sands|Common|Unit|1|{T}|False|True|False|False|False|images/set1/Initiate_of_the_Sands.png|1
1-75|Predator's Instinct|Common|Spell|1|{T}|False|True|False|False|False|images/set1/Predator's_Instinct.png|1
1-76|Unlock Potential|Uncommon|Spell|3|{T}|False|True|False|False|False|images/set1/Unlock_Potential.png|1
1-77|Bold Adventurer|Common|Unit|2|{T}|False|True|False|False|False|images/set1/Bold_Adventurer.png|1
1-78|Voice of the Speaker|Rare|Unit|2|{T}|False|True|False|False|False|images/set1/Voice_of_the_Speaker.png|1
1-79|Twinning Ritual|Uncommon|Spell|2|{T}{P}|False|True|False|True|False|images/set1/Twinning_Ritual.png|1
1-80|Teleport|Common|Fast Spell|2|{T}|False|True|False|False|False|images/set1/Teleport.png|1
1-81|Secret Pages|Uncommon|Fast Spell|3|{T}|False|True|False|False|False|images/set1/Secret_Pages.png|1
1-82|Friendly Wisp|Uncommon|Unit|2|{T}|False|True|False|False|False|images/set1/Friendly_Wisp.png|1
1-83|Sauropod Wrangler|Common|Unit|2|{T}|False|True|False|False|False|images/set1/Sauropod_Wrangler.png|1
1-84|Ephemeral Wisp|Rare|Unit|2|{T}|False|True|False|False|False|images/set1/Ephemeral_Wisp.png|1
1-85|Accelerate|Common|Spell|2|{T}|False|True|False|False|False|images/set1/Accelerate.png|1
1-86|Dawnwalker|Rare|Unit|3|{T}{T}|False|True|False|False|False|images/set1/Dawnwalker.png|1
1-88|Synchronized Strike|Common|Fast Spell|2|{T}|False|True|False|False|False|images/set1/Synchronized_Strike.png|1
1-89|Dune Phantom|Uncommon|Unit|3|{T}|False|True|False|False|False|images/set1/Dune_Phantom.png|1
1-90|Ageless Mentor|Uncommon|Unit|3|{T}|False|True|False|False|False|images/set1/Ageless_Mentor.png|1
1-91|Dispel|Common|Spell|3|{T}|False|True|False|False|False|images/set1/Dispel.png|1
1-92|Determined Stranger|Uncommon|Unit|3|{T}|False|True|False|False|False|images/set1/Determined_Stranger.png|1
1-93|Amber Acolyte|Common|Unit|3|{T}|False|True|False|False|False|images/set1/Amber_Acolyte.png|1
1-94|Clockroach|Rare|Unit|3|{T}{T}|False|True|False|False|False|images/set1/Clockroach.png|1
1-95|Decay|Common|Fast Spell|3|{T}|False|True|False|False|False|images/set1/Decay.png|1
1-96|Scorpion Wasp|Uncommon|Unit|3|{T}|False|True|False|False|False|images/set1/Scorpion_Wasp.png|1
1-97|Steward of Prophecy|Rare|Unit|4|{T}|False|True|False|False|False|images/set1/Steward_of_Prophecy.png|1
1-98|Healer's Cloak|Uncommon|Weapon|4|{T}|False|True|False|False|False|images/set1/Healer's_Cloak.png|1
1-99|Sandstorm Titan|Legendary|Unit|4|{T}{T}|False|True|False|False|False|images/set1/Sandstorm_Titan.png|1
1-100|Praxis Displacer|Uncommon|Unit|5|{T}{T}|False|True|False|False|False|images/set1/Praxis_Displacer.png|1
1-101|Towertop Patrol|Common|Unit|4|{T}|False|True|False|False|False|images/set1/Towertop_Patrol.png|1
1-102|Xenan Guardian|Common|Unit|4|{T}|False|True|False|False|False|images/set1/Xenan_Guardian.png|1
1-103|Xenan Obelisk|Rare|Relic|4|{T}|False|True|False|False|False|images/set1/Xenan_Obelisk.png|1
1-104|Marisen's Disciple|Rare|Unit|4|{T}|False|True|False|False|False|images/set1/Marisen's_Disciple.png|1
1-105|Ancient Lore|Uncommon|Spell|4|{T}{T}|False|True|False|False|False|images/set1/Ancient_Lore.png|1
1-107|Idol of Destran|Legendary|Unit|5|{T}{T}|False|True|False|False|False|images/set1/Idol_of_Destran.png|1
1-108|Elysian Pathfinder|Uncommon|Unit|7|{T}{T}{T}|False|True|False|False|False|images/set1/Elysian_Pathfinder.png|1
1-109|Divining Rod|Rare|Weapon|6|{T}|False|True|False|False|False|images/set1/Divining_Rod.png|1
1-110|Reliquary Raider|Rare|Unit|3|{T}{T}|False|True|False|False|False|images/set1/Reliquary_Raider.png|1
1-111|Merciless Stranger|Uncommon|Unit|5|{S}|False|False|False|False|True|images/set1/Merciless_Stranger.png|1
1-112|Striking Snake Formation|Rare|Spell|5|{T}{T}|False|True|False|False|False|images/set1/Striking_Snake_Formation.png|1
1-113|Twinbrood Sauropod|Uncommon|Unit|5|{T}{T}|False|True|False|False|False|images/set1/Twinbrood_Sauropod.png|1
1-114|Towering Terrazon|Common|Unit|5|{T}{T}|False|True|False|False|False|images/set1/Towering_Terrazon.png|1
1-115|Lumen Defender|Uncommon|Unit|5|{T}|False|True|False|False|False|images/set1/Lumen_Defender.png|1
1-116|Mystic Ascendant|Legendary|Unit|6|{T}|False|True|False|False|False|images/set1/Mystic_Ascendant.png|1
1-117|Lumen Shepherd|Uncommon|Unit|6|{T}|False|True|False|False|False|images/set1/Lumen_Shepherd.png|1
1-118|Predatory Carnosaur|Rare|Unit|7|{T}{T}{T}|False|True|False|False|False|images/set1/Predatory_Carnosaur.png|1
1-119|Ancient Terrazon|Legendary|Unit|7|{T}{T}{T}|False|True|False|False|False|images/set1/Ancient_Terrazon.png|1
1-120|Dormant Sentinel|Common|Unit|7|{T}{T}|False|True|False|False|False|images/set1/Dormant_Sentinel.png|1
1-121|Hall of Lost Kings|Rare|Spell|7|{T}{T}|False|True|False|False|False|images/set1/Hall_of_Lost_Kings.png|1
1-122|Pillar of Amar|Uncommon|Unit|7|{T}{T}{T}|False|True|False|False|False|images/set1/Pillar_of_Amar.png|1
1-123|Marisen, the Eldest|Legendary|Unit|8|{T}{T}|False|True|False|False|False|images/set1/Marisen,_the_Eldest.png|1
1-124|Talir, Who Sees Beyond|Legendary|Unit|8|{T}{T}{T}|False|True|False|False|False|images/set1/Talir,_Who_Sees_Beyond.png|1
1-125|Gilded Glaive|Uncommon|Weapon|3|{J}{J}|False|False|True|False|False|images/set1/Gilded_Glaive.png|1
1-126|Justice Sigil|None|Power|0|{J}|False|False|True|False|False|images/set1/Justice_Sigil.png|1
1-127|Valkyrie Aspirant|Common|Unit|1|{J}|False|False|True|False|False|images/set1/Valkyrie_Aspirant.png|1
1-128|Elder's Feather|Uncommon|Weapon|1|{J}|False|False|True|False|False|images/set1/Elder's_Feather.png|1
1-129|Inspire|Common|Spell|2|{J}|False|False|True|False|False|images/set1/Inspire.png|1
1-130|Finest Hour|Common|Fast Spell|1|{J}|False|False|True|False|False|images/set1/Finest_Hour.png|1
1-131|Tinker Apprentice|Uncommon|Unit|1|{J}|False|False|True|False|False|images/set1/Tinker_Apprentice.png|1
1-132|Protect|Uncommon|Fast Spell|2|{J}|False|False|True|False|False|images/set1/Protect.png|1
1-133|Detain|Common|Fast Spell|1|{J}|False|False|True|False|False|images/set1/Detain.png|1
1-134|District Infantry|Common|Unit|1|{J}|False|False|True|False|False|images/set1/District_Infantry.png|1
1-135|Argenport Soldier|Common|Unit|2|{J}|False|False|True|False|False|images/set1/Argenport_Soldier.png|1
1-136|Reinforce|Common|Fast Spell|2|{J}|False|False|True|False|False|images/set1/Reinforce.png|1
1-137|Minotaur Grunt|Common|Unit|2|{J}|False|False|True|False|False|images/set1/Minotaur_Grunt.png|1
1-138|Tinker Overseer|Rare|Unit|2|{J}|False|False|True|False|False|images/set1/Tinker_Overseer.png|1
1-139|Crownwatch Paladin|Uncommon|Unit|2|{J}|False|False|True|False|False|images/set1/Crownwatch_Paladin.png|1
1-140|Paladin Oathbook|Rare|Relic|2|{J}|False|False|True|False|False|images/set1/Paladin_Oathbook.png|1
1-141|Rebuke|Common|Spell|2|{J}|False|False|True|False|False|images/set1/Rebuke.png|1
1-142|Crownwatch Longsword|Common|Weapon|2|{J}|False|False|True|False|False|images/set1/Crownwatch_Longsword.png|1
1-143|Vanquish|Uncommon|Spell|3|{J}|False|False|True|False|False|images/set1/Vanquish.png|1
1-144|Eager Owlet|Rare|Unit|2|{J}|False|False|True|False|False|images/set1/Eager_Owlet.png|1
1-145|Valorous Stranger|Uncommon|Unit|3|{J}|False|False|True|False|False|images/set1/Valorous_Stranger.png|1
1-146|Auric Sentry|Uncommon|Unit|3|{J}|False|False|True|False|False|images/set1/Auric_Sentry.png|1
1-147|Brightmace Paladin|Common|Unit|3|{J}|False|False|True|False|False|images/set1/Brightmace_Paladin.png|1
1-148|Bronze Cuirass|Uncommon|Weapon|4|{J}|False|False|True|False|False|images/set1/Bronze_Cuirass.png|1
1-149|Order of the Spire|Rare|Unit|3|{J}|False|False|True|False|False|images/set1/Order_of_the_Spire.png|1
1-150|Loyal Watchwing|Common|Unit|3|{J}|False|False|True|False|False|images/set1/Loyal_Watchwing.png|1
1-151|Valkyrie Enforcer|Rare|Unit|3|{J}{J}|False|False|True|False|False|images/set1/Valkyrie_Enforcer.png|1
1-152|Silverwing Familiar|Uncommon|Unit|3|{J}|False|False|True|False|False|images/set1/Silverwing_Familiar.png|1
1-153|Emerald Acolyte|Common|Unit|3|{J}|False|False|True|False|False|images/set1/Emerald_Acolyte.png|1
1-154|Spire Chaplain|Rare|Unit|3|{J}|False|False|True|False|False|images/set1/Spire_Chaplain.png|1
1-155|Hooru Envoy|Rare|Unit|3|{J}{J}|False|False|True|False|False|images/set1/Hooru_Envoy.png|1
1-156|Hero of the People|Uncommon|Unit|3|{J}|False|False|True|False|False|images/set1/Hero_of_the_People.png|1
1-157|Privilege of Rank|Uncommon|Spell|2|{J}|False|False|True|False|False|images/set1/Privilege_of_Rank.png|1
1-158|Copperhall Recruit|Common|Unit|4|{J}|False|False|True|False|False|images/set1/Copperhall_Recruit.png|1
1-159|Hooru Fledgling|Common|Unit|5|{J}|False|False|True|False|False|images/set1/Hooru_Fledgling.png|1
1-160|Combrei Magister|Uncommon|Unit|5|{J}|False|False|True|False|False|images/set1/Combrei_Magister.png|1
1-162|Stalwart Shield|Common|Weapon|4|{J}|False|False|True|False|False|images/set1/Stalwart_Shield.png|1
1-163|Armorsmith|Uncommon|Unit|4|{J}|False|False|True|False|False|images/set1/Armorsmith.png|1
1-164|Treasury Gate|Legendary|Relic|4|{J}|False|False|True|False|False|images/set1/Treasury_Gate.png|1
1-165|Mark of Shame|Uncommon|Curse|3|{J}|False|False|True|False|False|images/set1/Mark_of_Shame.png|1
1-166|Auric Runehammer|Rare|Relic Weapon|4|{J}{J}|False|False|True|False|False|images/set1/Auric_Runehammer.png|1
1-167|Silverwing Avenger|Uncommon|Unit|4|{J}{J}|False|False|True|False|False|images/set1/Silverwing_Avenger.png|1
1-168|Copperhall Blessing|Rare|Fast Spell|4|{J}|False|False|True|False|False|images/set1/Copperhall_Blessing.png|1
1-169|Crownwatch Cavalry|Uncommon|Unit|4|{J}|False|False|True|False|False|images/set1/Crownwatch_Cavalry.png|1
1-170|Hammer of Might|Rare|Weapon|4|{J}|False|False|True|False|False|images/set1/Hammer_of_Might.png|1
1-171|Mithril Mace|Common|Relic Weapon|5|{J}{J}|False|False|True|False|False|images/set1/Mithril_Mace.png|1
1-172|Harsh Rule|Rare|Spell|5|{J}{J}|False|False|True|False|False|images/set1/Harsh_Rule.png|1
1-174|Marshal Ironthorn|Legendary|Unit|5|{J}{J}|False|False|True|False|False|images/set1/Marshal_Ironthorn.png|1
1-175|Silverwing Commander|Rare|Unit|5|{J}{J}|False|False|True|False|False|images/set1/Silverwing_Commander.png|1
1-176|Fourth-Tree Elder|Uncommon|Unit|6|{J}{J}|False|False|True|False|False|images/set1/Fourth-Tree_Elder.png|1
1-177|Plated Demolisher|Legendary|Unit|6|{J}{J}|False|False|True|False|False|images/set1/Plated_Demolisher.png|1
1-178|Ceremonial Mask|Uncommon|Relic Weapon|6|{J}{J}|False|False|True|False|False|images/set1/Ceremonial_Mask.png|1
1-180|Civic Peacekeeper|Common|Unit|6|{J}|False|False|True|False|False|images/set1/Civic_Peacekeeper.png|1
1-181|Valkyrie Wings|Rare|Weapon|6|{J}{J}|False|False|True|False|False|images/set1/Valkyrie_Wings.png|1
1-182|Augmented Form|Legendary|Fast Spell|6|{J}{J}{J}|False|False|True|False|False|images/set1/Augmented_Form.png|1
1-183|Rolant's Honor Guard|Rare|Unit|7|{J}{J}|False|False|True|False|False|images/set1/Rolant's_Honor_Guard.png|1
1-184|Flight Lieutenant|Uncommon|Unit|7|{J}|False|False|True|False|False|images/set1/Flight_Lieutenant.png|1
1-185|Rolant, the Iron Fist|Legendary|Unit|8|{J}{J}{J}|False|False|True|False|False|images/set1/Rolant,_the_Iron_Fist.png|1
1-186|Sword of the Sky King|Legendary|Relic Weapon|8|{J}{J}|False|False|True|False|False|images/set1/Sword_of_the_Sky_King.png|1
1-187|Primal Sigil|None|Power|0|{P}|False|False|False|True|False|images/set1/Primal_Sigil.png|1
1-188|Trail Stories|Rare|Spell|0|{F}|True|False|False|False|False|images/set1/Trail_Stories.png|1
1-189|Unstable Form|Uncommon|Spell|1|{P}|False|False|False|True|False|images/set1/Unstable_Form.png|1
1-190|Levitate|Common|Fast Spell|1|{P}|False|False|False|True|False|images/set1/Levitate.png|1
1-191|Yeti Spy|Common|Unit|1|{P}|False|False|False|True|False|images/set1/Yeti_Spy.png|1
1-192|Blind Storyteller|Uncommon|Unit|1|{P}|False|False|False|True|False|images/set1/Blind_Storyteller.png|1
1-193|Permafrost|Uncommon|Curse|1|{P}|False|False|False|True|False|images/set1/Permafrost.png|1
1-194|Static Bolt|Common|Spell|2|{P}|False|False|False|True|False|images/set1/Static_Bolt.png|1
1-195|Wild Cloudsnake|Uncommon|Unit|2|{P}|False|False|False|True|False|images/set1/Wild_Cloudsnake.png|1
1-196|Herald's Song|Common|Spell|2|{P}|False|False|False|True|False|images/set1/Herald's_Song.png|1
