6-85|1.0|Locust Hatcher
6-30|1.0|Kaleb's Sanctum
6-235|1.0|Blight Pass Smuggler
6-98|1.0|Kira, the Prodigy
6-88|1.0|Enhanced Excavator
6-62|1.0|Death Pit
6-193|1.0|Olly, Maniacal Graverobber
6-208|1.0|Malediction
6-151|1.0|Ice Bolt
6-236|1.0|Seal of Devotion
6-115|1.0|Tinker Enervator
6-233|1.0|Rime Conclave Smuggler
6-74|1.0|Talir's Sanctum
6-64|1.0|Kimi, Expedition Guide
6-123|1.0|Reinforcements
6-215|1.0|Scarecrow
6-35|1.0|Eclipse Dragon
6-111|1.0|Pristine Light
6-117|1.0|Copperhall Chancellor
6-159|1.0|Larai, the Appraiser
6-175|1.0|Rost, the Walking Glacier
6-43|1.0|Brenn, Arch-Magister
6-209|1.0|Nullblade
6-29|1.0|Kaleb's Persuader
6-222|1.0|Inevitable Horror
6-125|1.0|Sediti, the Killing Steel
6-217|1.0|Tasbu, the Forbidden
6-39|1.0|Blademaster Daimyo
6-134|1.0|Xulta Loyalist
6-203|1.0|Sinister Design
6-204|1.0|Vishni, Lethrai Highblood
6-42|1.0|Aspect of Destruction
6-113|1.0|Righteous Intent
6-144|1.0|Vargo's Pelt
6-68|1.0|Perilous Research
6-75|1.0|Tocas, Waystone Harvester
6-49|1.0|Ghar, Master Sandmage
6-103|1.0|Siraf, Grand Strategist
6-168|1.0|Innate Conviction
6-33|1.0|Raging Firemaw
6-59|1.0|Wurm Bait
6-131|1.0|Nikos, the Unifier
6-174|1.0|Mass Polymorph
6-28|1.0|Furious Compulsion
6-84|1.0|Xumucan, the Surveyor
6-89|1.0|Lumen Colossus
6-162|1.0|Thudrock's Masterwork
6-218|1.0|Unspeakable Torment
6-207|1.0|Heartstopper
6-57|1.0|Glimpse the Possibilities
6-169|1.0|Lethrai Soothsayer
6-36|1.0|Ghodan, Undefeated
6-316|1.0|Jishu, the Burning Brush
6-317|1.0|Albon Roa, of the Order
6-319|1.0|Garden of Omens
6-318|1.0|Oizio, Adaptive Spy
6-Arc Dragon|1.0|Arc Dragon
6-Pulsing Blob|1.0|Pulsing Blob
6-Timidity|1.0|Timidity
6-Curse of Provocation|1.0|Curse of Provocation
6-Premonition Bolt|1.0|Premonition Bolt
6-Ravenous Wurm|1.0|Ravenous Wurm
6-Shingane Mark|1.0|Shingane Mark
6-Shardling|1.0|Shardling
6-Alarming Findings|1.0|Alarming Findings
6-Emerald Incarnation|1.0|Emerald Incarnation
6-Headshot|1.0|Headshot
6-Disfigure|1.0|Disfigure
6-Kesava, Trueheart|1.0|Kesava, Trueheart
6-Sewer Kraken|1.0|Sewer Kraken
6-Clan Warrior|1.0|Clan Warrior
1-55|1.0|Hellfire Rifle
1-85|1.0|Accelerate
1-194|1.0|Static Bolt
1-200|1.0|Backlash
1-213|1.0|Scheme
1-254|1.0|Pilfer
1-407|1.0|Worn Shield
1-408|1.0|Seek Power
1-414|1.0|Daze
2-8|1.0|Smith's Hammer
2-89|1.0|Valkyrie Militant
2-138|1.0|Fallen Oni
3-1|1.0|Granite Waystone
3-40|1.0|Barkeep's Friend
3-51|1.0|Amber Waystone
3-101|1.0|Emerald Waystone
3-102|1.0|Soaring Guard
3-151|1.0|Cobalt Waystone
3-201|1.0|Amethyst Waystone
3-228|1.0|Extinguish
4-4|1.0|Light 'em Up
4-18|1.0|Flamefang Charmer
4-34|1.0|Overheat
4-53|1.0|Journey Guide
4-59|1.0|Training Ground
4-64|1.0|Living Example
4-71|1.0|Deft Strike
4-100|1.0|Lingering Influence
4-101|1.0|Peacekeeper's Helm
4-116|1.0|Grit
4-122|1.0|Reinforced Baton
4-148|1.0|Shiver
4-149|1.0|Snowrager
4-161|1.0|Snowfort Trumpeter
4-163|1.0|Torrential Downpour
4-175|1.0|Galeprowler
4-189|1.0|Shamanic Blast
4-197|1.0|Spitefeeder
4-213|1.0|Banished Umbren
4-233|1.0|Vile Varmint
4-279|1.0|Rotorcycle
5-15|1.0|Grandfather's Axe
5-113|1.0|Crystal Dirk
5-251|1.0|Astromancer's Compass
5-253|1.0|Iron Hook
5-255|1.0|Replicator Engine
5-256|1.0|Rumbling Contraption
7-4|1.0|Breath of Voprex
7-5|1.0|Desperate Gambit
7-6|1.0|Shavka Evangel
7-9|1.0|Warbrush Oni
7-14|1.0|Gaudy Showman
7-16|1.0|Razorwire Totemite
7-20|1.0|Relentless Combatant
7-22|1.0|Warhorn
7-26|1.0|Living Mountain
7-33|1.0|Ardent Convert
7-37|1.0|Mettle
7-39|1.0|Chant to Grodov
7-40|1.0|Grodov Evangel
7-43|1.0|Spiketail Qirin
7-48|1.0|Proselytize
7-49|1.0|Swaying Sea Qirin
7-50|1.0|Wilderness Refuge
7-51|1.0|Cult Recruiter
7-55|1.0|Vinepetal Creeper
7-56|1.0|Grodov's Favored
7-62|1.0|Draw Strength
7-65|1.0|Prancing Gryffyn
7-70|1.0|Kodosh Evangel
7-72|1.0|Stand Strong
7-73|1.0|Xultan Paladin
7-74|1.0|Crowd Queller
7-78|1.0|Oni Stalwart
7-81|1.0|Storm of Feathers
7-86|1.0|Rent Seeker
7-87|1.0|Longtail Cavalry
7-92|1.0|Icy Gaze
7-96|1.0|Linrei Evangel
7-100|1.0|Yeti Gryffyn Rider
7-103|1.0|Greed's Reward
7-104|1.0|Rainfall Accord
7-113|1.0|Yeti Traditionalist
7-118|1.0|Skyhorror Draconus
7-124|1.0|Faceless One
7-125|1.0|Fervent Siphoner
7-126|1.0|Immortalize
7-127|1.0|Makkar Evangel
7-128|1.0|Malaise
7-129|1.0|Reconnaissance
7-134|1.0|Makkar's Bloodwolf
7-136|1.0|Sunset Priest
7-137|1.0|Torture
7-211|1.0|Ancient Manual
0-6|1.0|Flash Fire
0-14|1.0|Timekeeper
0-21|1.0|Mantle of Justice
0-30|1.0|Primal Incarnation
0-36|1.0|Devouring Shadow
1-14|1.0|Warhelm
1-64|1.0|Sand Warrior
1-90|1.0|Ageless Mentor
1-105|1.0|Ancient Lore
1-152|1.0|Silverwing Familiar
1-163|1.0|Armorsmith
1-178|1.0|Ceremonial Mask
1-206|1.0|Lightning Storm
1-227|1.0|Jotun Hurler
1-240|1.0|North-Wind Herald
1-283|1.0|Cabal Recruiter
1-406|1.0|Spiked Helm
1-418|1.0|Cobalt Monument
1-420|1.0|Amber Monument
1-422|1.0|Emerald Monument
1-423|1.0|Granite Monument
1-426|1.0|Amethyst Monument
2-4|1.0|Hidden Shiv
2-9|1.0|Granite Ring
2-12|1.0|Jawbone Hatchet
2-16|1.0|Twinbarrel
2-29|1.0|Stonepowder Heretic
2-94|1.0|Scepter of Nobility
2-96|1.0|Horngrinder
2-131|1.0|Boltcrafter Shaman
2-136|1.0|Icequake
2-143|1.0|Piercing Grief
2-152|1.0|Spur On
3-70|1.0|Moondial
3-85|1.0|Sandbinder Sentinel
3-119|1.0|Silverwing Smith
3-135|1.0|Valkyrie Bodyguard
3-144|1.0|Tower Shield
3-203|1.0|Arachnophobia
3-211|1.0|Cowardice
3-239|1.0|Drifting Death
3-280|1.0|Family Charter
4-1|1.0|Shugo Standard
4-3|1.0|Feed the Flames
4-6|1.0|Mindfire
4-26|1.0|Rusty Grenamotive
4-49|1.0|Temple Standard
4-73|1.0|Initiation Bell
4-90|1.0|Wurmic Chanter
4-97|1.0|Crownwatch Standard
4-136|1.0|Rampart Arbalest
4-145|1.0|Clan Standard
4-160|1.0|Read the Stars
4-171|1.0|Lethrai Secretweaver
4-176|1.0|Icicle Marksman
4-193|1.0|Cabal Standard
4-202|1.0|Cull the Deck
4-234|1.0|Betray the Cause
4-272|1.0|Alchemist's Concoction
5-2|1.0|Bottoms Up
5-83|1.0|Chancellor's Horn
5-97|1.0|Auric Weaponsmith
5-107|1.0|New Order Watchwing
5-132|1.0|Lens of Clarity
5-181|1.0|Sadistic Glee
5-254|1.0|Makeshift Barrier
7-8|1.0|Teething Whelp
7-13|1.0|Funeral Pyre
7-24|1.0|Dramatic Exit
7-25|1.0|Flamekeeper
7-28|1.0|Skyfire Hellkite
7-35|1.0|Aspirant's Robes
7-36|1.0|Borderlands Lookout
7-44|1.0|Unmake
7-45|1.0|Eager Offering
7-57|1.0|Majestic Mandrake
7-59|1.0|Mountain Goliath
7-63|1.0|Ghostblade Outcast
7-79|1.0|Seasoned Drillmaster
7-85|1.0|Mistrust
7-93|1.0|Snowstorm Druid
7-97|1.0|Numbing Cold
7-98|1.0|Pokpok's Slingshot
7-101|1.0|Brutish Interloper
7-106|1.0|Tidecaller
7-114|1.0|Greenstretch Empath
7-131|1.0|Unkindness
7-132|1.0|Calamity Oracle
7-140|1.0|Befoul
7-141|1.0|Blood of Makkar
7-142|1.0|Dread Hellkite
7-143|1.0|Fell Ritual
7-156|1.0|Rakano Insignia
7-162|1.0|Skycrag Insignia
7-178|1.0|Elysian Insignia
7-184|1.0|Xenan Insignia
7-195|1.0|Argenport Insignia
7-212|1.0|Sacred Seal
7-214|1.0|Sword of Judgement
1-26|1.0|Shogun's Scepter
1-34|1.0|Censari Brigand
1-38|1.0|Steelfang Chakram
1-66|1.0|Copper Conduit
1-84|1.0|Ephemeral Wisp
1-86|1.0|Dawnwalker
1-112|1.0|Striking Snake Formation
1-121|1.0|Hall of Lost Kings
1-138|1.0|Tinker Overseer
1-140|1.0|Paladin Oathbook
1-151|1.0|Valkyrie Enforcer
1-166|1.0|Auric Runehammer
1-202|1.0|Whispering Wind
1-231|1.0|West-Wind Herald
1-241|1.0|Celestial Omen
1-244|1.0|Channel the Tempest
1-306|1.0|Azindel's Gift
1-368|1.0|Withering Witch
1-388|1.0|Black Iron Manacles
2-5|1.0|On the Hunt
2-21|1.0|Groundbreaker
2-109|1.0|Maelstrom Bell
2-110|1.0|Mating Call
2-114|1.0|Cloudsnake Harrier
2-159|1.0|Memory Dredger
2-182|1.0|Workshop Forge
2-222|1.0|Master's Lesson
3-14|1.0|Yeti Sage
3-21|1.0|Ruby Catalyst
3-69|1.0|Lunar Magus
3-91|1.0|Tomb Protector
3-107|1.0|Whetstone
3-131|1.0|Rakano Sheriff
3-133|1.0|Shieldsmith
3-158|1.0|Snow Pelting
3-173|1.0|Nocturnal Observer
3-178|1.0|Yeti Furflinger
3-193|1.0|Eilyn's Frostrider
3-205|1.0|Stonescar Sneak
3-212|1.0|Dreamsnatcher
3-217|1.0|Miris Nightshade
3-226|1.0|Devastating Setback
3-242|1.0|Malediction Reader
3-245|1.0|Dangerous Bargain
4-10|1.0|Flamebelcher
4-13|1.0|Quicktrigger Outlaw
4-21|1.0|Ixtun Merchant
4-25|1.0|Rika, Desert Navigator
4-43|1.0|Dashing Rapscallion
4-50|1.0|Sandstorm Scarf
4-60|1.0|Amaran Armadillo
4-68|1.0|Amaran Stinger
4-70|1.0|Auralian Merchant
4-76|1.0|Wurmcalling
4-112|1.0|Vanquisher's Blade
4-126|1.0|Winchest Merchant
4-131|1.0|Sheriff Marley
4-164|1.0|Acquisitive Crow
4-169|1.0|Jennev Merchant
4-180|1.0|Aeva, Eilyn's Elite
4-204|1.0|Fenris Nightshade
4-211|1.0|Thief's Pick
4-217|1.0|Kerendon Merchant
4-218|1.0|Marionette Cross
4-227|1.0|Kyrex Coach Driver
4-248|1.0|Alessi, Combrei Archmage
4-271|1.0|Chairman's Contract
4-277|1.0|Mask Maker
4-278|1.0|Momentum Builder
5-9|1.0|Notorious Scoundrel
5-12|1.0|Flametail Whip
5-33|1.0|Shingane Captain
5-68|1.0|Moonstone Vanguard
5-71|1.0|Temple Captain
5-85|1.0|Golem Press
5-86|1.0|Hojan, Crownbreaker
5-90|1.0|Kosul Elite
5-98|1.0|Imperial Loyalist
5-105|1.0|Crownwatch Captain
5-145|1.0|Shaluuk Captain
5-161|1.0|Mournful Deathcap
5-180|1.0|Auric Captain
5-198|1.0|Red Canyon Smuggler
5-204|1.0|Great Valley Smuggler
5-210|1.0|Hidden Road Smuggler
5-215|1.0|Howling Peak Smuggler
5-221|1.0|Ebon Dune Smuggler
1-6|1.0|Light the Fuse
1-51|1.0|Shogun of the Wastes
1-61|1.0|Kaleb, Uncrowned Prince
1-99|1.0|Sandstorm Titan
1-107|1.0|Idol of Destran
1-124|1.0|Talir, Who Sees Beyond
1-164|1.0|Treasury Gate
1-177|1.0|Plated Demolisher
1-185|1.0|Rolant, the Iron Fist
1-186|1.0|Sword of the Sky King
1-239|1.0|Jarrall Iceheart
1-245|1.0|Eilyn, Queen of the Wilds
1-248|1.0|Scourge of Frosthome
1-303|1.0|Whispers in the Void
1-307|1.0|Vara, Fate-Touched
1-309|1.0|The Last Word
1-310|1.0|The Witching Hour
1-328|1.0|Starsteel Daisho
1-338|1.0|The Great Parliament
1-362|1.0|Cirso, the Great Glutton
1-367|1.0|Strength of the Pack
1-389|1.0|Bandit Queen
2-154|1.0|Means to an End
2-185|1.0|Moment of Creation
2-204|1.0|Ayan, the Abductor
2-229|1.0|Nostrix, Lord of Visions
2-242|1.0|Inquisitor Makto
2-253|1.0|Spirit of Resistance
3-36|1.0|Jekk, Hunted Fugitive
3-49|1.0|Great-Kiln Titan
3-52|1.0|Azurite Prixis
3-80|1.0|Lumen Reclaimer
3-87|1.0|Worldbearer Behemoth
3-88|1.0|Invoke the Waystones
3-113|1.0|Tax Collector
3-136|1.0|Amilli, Cloudmarshal
3-138|1.0|Hammer of Authority
3-148|1.0|Last Stand at the Gate
3-175|1.0|Sunken Tower
3-186|1.0|Thudrock, Arctic Artisan
3-187|1.0|Jotun Feast-Caller
3-192|1.0|Alu, Death-Dreamer
3-235|1.0|Shadowlands Tyrant
3-243|1.0|Solitude
3-247|1.0|Encroaching Darkness
3-248|1.0|Nametaker
3-277|1.0|Rindra, the Duskblade
4-31|1.0|Dramatist's Mask
4-33|1.0|Jawbone Greatsword
4-37|1.0|Zuberi, Outlands Warlord
4-44|1.0|End of the Barrel
4-48|1.0|First Flame
4-79|1.0|Gnash, Pridemaster
4-91|1.0|End of Days
4-93|1.0|Thundering Kerasaur
4-96|1.0|Royal Guardian
4-115|1.0|Copperhall Bracers
4-137|1.0|Answer the Call
4-138|1.0|End of the Story
4-143|1.0|Unbreakable Alliance
4-158|1.0|Lida's Apprentice
4-184|1.0|Sack the City
4-187|1.0|End of Hostilities
4-228|1.0|Lethrai Provocateur
4-239|1.0|End of the Line
4-240|1.0|Umbren Occluder
5-17|1.0|Nika, the Freescaler
5-21|1.0|Bladerang
5-36|1.0|Xo of the Endless Hoard
5-56|1.0|The Praxis Arcanum
5-74|1.0|Pit of Lenekta
5-110|1.0|Martyr's Chains
5-133|1.0|Clutch of Talons
5-146|1.0|Quicksilver Mirror
5-183|1.0|Fear Made Flesh
